LME_nb,ECO_NAME,group,observed_period,simulated_period,simulated_scenario,observed_tonnes_yr,simulated_tonnes_yr,ratio_simulated_observed,matched_cells,plot_eligible
49,Kuroshio Current,total,1995-2004,2015-2019,F040,1753957.15164621,911957.188886737,0.519942683908101,112,TRUE
50,Sea of Japan,total,1995-2004,2015-2019,F040,2521005.98325474,1059733.0910956,0.420361196337755,86,TRUE
51,Oyashio Current,total,1995-2004,2015-2019,F040,702297.405369924,1119731.85754947,1.59438415831776,56,TRUE
52,Sea of Okhotsk,total,1995-2004,2015-2019,F040,4228376.75982878,2254144.84990503,0.533099337627687,182,TRUE
53,West Bering Sea,total,1995-2004,2015-2019,F040,865488.568852875,938571.823693458,1.08444161768358,93,TRUE
54,Northern Bering - Chukchi Seas,total,1995-2004,2015-2019,F040,1097073.17048866,358390.506504361,0.326678763226635,303,TRUE
55,Beaufort Sea,total,1995-2004,2015-2019,F040,42871.8228689028,11621.5763237897,0.271077261149525,228,TRUE
56,East Siberian Sea,total,1995-2004,2015-2019,F040,127971.888222011,6950.96816467756,0.0543163679246392,178,TRUE
57,Laptev Sea,total,1995-2004,2015-2019,F040,2146.97581126064,22966.1703853368,10.69698608847,262,TRUE
58,Kara Sea,total,1995-2004,2015-2019,F040,15805.8389232925,144711.466481409,9.15557011454501,307,TRUE
59,Iceland Shelf and Sea,total,1995-2004,2015-2019,F040,1068511.73322582,58844.5126092958,0.0550714707003217,86,TRUE
60,Faroe Plateau,total,1995-2004,2015-2019,F040,133208.23865494,34409.3350044999,0.258312363799307,16,TRUE
61,Antarctica,total,1995-2004,2015-2019,F040,2642.7940154822,2276562.01833327,861.422420739775,567,TRUE
62,Black Sea,total,1995-2004,2015-2019,F040,445807.509866798,1365610.01495857,3.063227928499,36,TRUE
63,Hudson Bay Complex,total,1995-2004,2015-2019,F040,3622.32134484702,532965.564141534,147.133706096979,146,TRUE
64,Central Arctic,total,1995-2004,2015-2019,F040,17.6051967885367,0.00969304867486683,0.000550578831426541,3162,FALSE
65,Aleutian Islands,total,1995-2004,2015-2019,F040,171265.685086996,327399.758431638,1.9116483156876,26,TRUE
66,Canadian High Arctic - North Greenland,total,1995-2004,2015-2019,F040,2976.09052006378,0.00119242534446987,4.00668372292761e-07,193,FALSE
