lon,lat,group,2015-2019
-179.5,77.5,smallPel,1.63683827249841e-08
-179.5,77.5,largePel,4.75991698940905e-19
-179.5,77.5,demersals,1.51951183077319e-10
-179.5,77.5,total,1.65203339085374e-08
-179.5,78.5,smallPel,1.9957396196562e-08
-179.5,78.5,largePel,4.73746913749475e-18
-179.5,78.5,demersals,3.04238020032443e-10
-179.5,78.5,total,2.02616342213319e-08
-179.5,79.5,smallPel,8.6708286652105e-09
-179.5,79.5,largePel,1.34564959143646e-18
-179.5,79.5,demersals,4.02565675272734e-10
-179.5,79.5,total,9.07339434182889e-09
-179.5,80.5,smallPel,2.95123762138237e-09
-179.5,80.5,largePel,3.09403807881869e-19
-179.5,80.5,demersals,3.31422212351244e-10
-179.5,80.5,total,3.28265983404302e-09
-179.5,81.5,smallPel,6.37500612988709e-09
-179.5,81.5,largePel,5.60001530012347e-18
-179.5,81.5,demersals,1.02969699698716e-09
-179.5,81.5,total,7.40470313247426e-09
-179.5,82.5,smallPel,6.23357038155698e-09
