lon,lat,group,2015-2019
-132.5,-8.5,demersals,1.75579831785238e-06
-132.5,-8.5,total,0.00539702266741241
-132.5,-7.5,smallPel,0.0200782510745444
-132.5,-7.5,largePel,1.75554786860922e-74
-132.5,-7.5,demersals,1.85917349996045e-06
-132.5,-7.5,total,0.0200801102480443
-132.5,-6.5,smallPel,0.0272963196435235
-132.5,-6.5,largePel,1.75341995325826e-48
-132.5,-6.5,demersals,1.5034830571002e-06
-132.5,-6.5,total,0.0272978231265806
-132.5,-5.5,smallPel,0.0633408127895362
-132.5,-5.5,largePel,4.0644919646042e-08
-132.5,-5.5,demersals,1.06072374350861e-06
-132.5,-5.5,total,0.0633419141581993
-132.5,-4.5,smallPel,0.1568697867137
-132.5,-4.5,largePel,0.307497815573786
-132.5,-4.5,demersals,7.13389425203746e-07
-132.5,-4.5,total,0.464368315676911
-132.5,-3.5,smallPel,0.293339534379521
-132.5,-3.5,largePel,0.684952077976461
-132.5,-3.5,demersals,5.52609933801786e-07
-132.5,-3.5,total,0.978292164965916
-132.5,-2.5,smallPel,0.382995883374444
-132.5,-2.5,largePel,0.96077630227067
-132.5,-2.5,demersals,4.30433290759205e-07
-132.5,-2.5,total,1.3437726160784
-132.5,-1.5,smallPel,0.380957215085289
-132.5,-1.5,largePel,0.886999975239881
-132.5,-1.5,demersals,4.10545885671797e-07
-132.5,-1.5,total,1.26795760087106
-132.5,-0.5,smallPel,0.317135224259267
-132.5,-0.5,largePel,0.632899771177724
-132.5,-0.5,demersals,4.18873441302803e-07
-132.5,-0.5,total,0.950035414310432
-132.5,0.5,smallPel,0.252438868587562
-132.5,0.5,largePel,0.541673632885773
-132.5,0.5,demersals,4.50197762232237e-07
-132.5,0.5,total,0.794112951671098
-132.5,1.5,smallPel,0.226978993642533
-132.5,1.5,largePel,0.53152092135265
-132.5,1.5,demersals,4.66193312075709e-07
-132.5,1.5,total,0.758500381188495
-132.5,2.5,smallPel,0.220581506245492
-132.5,2.5,largePel,0.543159480942451
-132.5,2.5,demersals,5.14472049943886e-07
-132.5,2.5,total,0.763741501659994
-132.5,3.5,smallPel,0.208092262055084
-132.5,3.5,largePel,0.483828286856137
-132.5,3.5,demersals,6.02812896489784e-07
-132.5,3.5,total,0.691921151724118
-132.5,4.5,smallPel,0.23488278028563
-132.5,4.5,largePel,0.15997104226506
-132.5,4.5,demersals,7.75749131513675e-07
-132.5,4.5,total,0.394854598299822
-132.5,5.5,smallPel,0.134447392575972
-132.5,5.5,largePel,5.8187456041848e-23
-132.5,5.5,demersals,1.24594259237206e-06
-132.5,5.5,total,0.134448638518564
-132.5,6.5,smallPel,0.0594410440401136
-132.5,6.5,largePel,7.05195422655887e-55
-132.5,6.5,demersals,1.74629075145986e-06
-132.5,6.5,total,0.0594427903308651
-132.5,7.5,smallPel,0.0403303158205223
-132.5,7.5,largePel,1.15208906281414e-51
-132.5,7.5,demersals,2.20116417460528e-06
-132.5,7.5,total,0.0403325169846969
-132.5,8.5,smallPel,0.037936745813045
-132.5,8.5,largePel,2.34292791324886e-39
-132.5,8.5,demersals,2.1036399741799e-06
-132.5,8.5,total,0.0379388494530192
-132.5,9.5,smallPel,0.044437246259891
-132.5,9.5,largePel,1.94306767138743e-41
-132.5,9.5,demersals,2.11173756394155e-06
-132.5,9.5,total,0.044439357997455
-132.5,10.5,smallPel,0.0626216256923039
-132.5,10.5,largePel,3.51727139450488e-41
-132.5,10.5,demersals,2.15667952397895e-06
-132.5,10.5,total,0.0626237823718279
-132.5,11.5,smallPel,0.0800553592711218
-132.5,11.5,largePel,2.46031675070103e-29
-132.5,11.5,demersals,2.14183166737328e-06
-132.5,11.5,total,0.0800575011027892
-132.5,12.5,smallPel,0.0920391385455519
-132.5,12.5,largePel,2.66684521033296e-22
-132.5,12.5,demersals,2.1078510992836e-06
-132.5,12.5,total,0.0920412463966512
-132.5,13.5,smallPel,0.0863779821633964
-132.5,13.5,largePel,7.99461400776592e-25
-132.5,13.5,demersals,2.13321062826067e-06
-132.5,13.5,total,0.0863801153740246
-132.5,14.5,smallPel,0.0599565003113741
-132.5,14.5,largePel,2.58908675066759e-34
-132.5,14.5,demersals,2.16740618012994e-06
-132.5,14.5,total,0.0599586677175542
-132.5,15.5,smallPel,0.0480819321174741
-132.5,15.5,largePel,5.35951045495178e-38
-132.5,15.5,demersals,2.17077945918466e-06
-132.5,15.5,total,0.0480841028969333
-132.5,16.5,smallPel,0.039904918961802
-132.5,16.5,largePel,3.96660413423239e-42
-132.5,16.5,demersals,2.15296707329552e-06
-132.5,16.5,total,0.0399070719288753
-132.5,17.5,smallPel,0.0278061058369079
-132.5,17.5,largePel,4.13498886540173e-50
-132.5,17.5,demersals,2.00467866308048e-06
-132.5,17.5,total,0.027808110515571
-132.5,18.5,smallPel,0.0159635976117331
-132.5,18.5,largePel,1.61201021190566e-57
-132.5,18.5,demersals,1.81748148865543e-06
-132.5,18.5,total,0.0159654150932217
-132.5,19.5,smallPel,0.00452023941508111
-132.5,19.5,largePel,3.72684540223174e-60
-132.5,19.5,demersals,1.57260791820776e-06
-132.5,19.5,total,0.00452181202299932
-132.5,20.5,smallPel,6.65339613288634e-05
-132.5,20.5,largePel,9.68277268365065e-55
-132.5,20.5,demersals,1.27146714229134e-06
-132.5,20.5,total,6.78054284711547e-05
-132.5,21.5,smallPel,2.52707682817845e-07
-132.5,21.5,largePel,1.52075984961857e-43
-132.5,21.5,demersals,9.59864997107743e-07
-132.5,21.5,total,1.21257267992559e-06
-132.5,22.5,smallPel,1.77222256278228e-09
-132.5,22.5,largePel,3.30541144235735e-31
-132.5,22.5,demersals,7.0032533070958e-07
-132.5,22.5,total,7.02097553272362e-07
-132.5,23.5,smallPel,1.6249564206849e-08
-132.5,23.5,largePel,1.30314795236682e-24
-132.5,23.5,demersals,5.26255110180293e-07
-132.5,23.5,total,5.42504674387142e-07
-132.5,24.5,smallPel,5.9397964709528e-09
-132.5,24.5,largePel,4.70457816845849e-22
-132.5,24.5,demersals,4.18603007434695e-07
-132.5,24.5,total,4.24542803905648e-07
-132.5,25.5,smallPel,5.18921571698326e-10
-132.5,25.5,largePel,9.96675224408713e-21
-132.5,25.5,demersals,3.46688821745162e-07
-132.5,25.5,total,3.4720774331687e-07
-132.5,26.5,smallPel,3.18845748959334e-09
-132.5,26.5,largePel,8.35540373584645e-21
-132.5,26.5,demersals,2.94829120218569e-07
-132.5,26.5,total,2.98017577708171e-07
-132.5,27.5,smallPel,1.01931237679327e-08
-132.5,27.5,largePel,2.44032090556663e-20
-132.5,27.5,demersals,3.40693308682679e-07
-132.5,27.5,total,3.50886432450636e-07
-132.5,28.5,smallPel,1.16398859490809e-09
-132.5,28.5,largePel,4.847182687113e-22
-132.5,28.5,demersals,3.45292907420533e-07
-132.5,28.5,total,3.46456896015442e-07
-132.5,29.5,smallPel,5.97935458949137e-09
-132.5,29.5,largePel,1.69333471223455e-20
-132.5,29.5,demersals,2.90864898190312e-07
-132.5,29.5,total,2.9684425277982e-07
-132.5,30.5,smallPel,1.55917559669462e-09
-132.5,30.5,largePel,1.10114024133635e-21
-132.5,30.5,demersals,2.1954757151904e-07
-132.5,30.5,total,2.21106747115736e-07
-132.5,31.5,smallPel,8.10905233639269e-09
-132.5,31.5,largePel,7.55829358799699e-23
-132.5,31.5,demersals,2.3177505847213e-07
-132.5,31.5,total,2.39884110808523e-07
-132.5,32.5,smallPel,3.78779142614633e-07
-132.5,32.5,largePel,5.96310381171323e-29
-132.5,32.5,demersals,3.04406137601562e-07
-132.5,32.5,total,6.83185280216195e-07
-132.5,33.5,smallPel,2.35605962980272e-07
-132.5,33.5,largePel,2.6385746956937e-31
-132.5,33.5,demersals,2.31579859695041e-07
-132.5,33.5,total,4.67185822675313e-07
-132.5,34.5,smallPel,5.96066355974894e-07
-132.5,34.5,largePel,8.22583876522622e-32
-132.5,34.5,demersals,2.43372383287648e-07
-132.5,34.5,total,8.39438739262542e-07
-132.5,35.5,smallPel,2.91823684797882e-07
-132.5,35.5,largePel,4.01333200755263e-30
-132.5,35.5,demersals,2.36818344778516e-07
-132.5,35.5,total,5.28642029576398e-07
-132.5,36.5,smallPel,3.34744935975746e-07
-132.5,36.5,largePel,2.34793952008761e-28
-132.5,36.5,demersals,3.09877020874566e-07
-132.5,36.5,total,6.44621956850312e-07
-132.5,37.5,smallPel,6.84509350726492e-08
-132.5,37.5,largePel,6.78792943192941e-26
-132.5,37.5,demersals,2.94201806899858e-07
-132.5,37.5,total,3.62652741972508e-07
-132.5,38.5,smallPel,8.14946257487266e-09
-132.5,38.5,largePel,5.35757994255068e-22
-132.5,38.5,demersals,3.72903194533351e-07
-132.5,38.5,total,3.81052657108224e-07
-132.5,39.5,smallPel,2.74478827910363e-08
-132.5,39.5,largePel,1.00452962639534e-20
-132.5,39.5,demersals,5.02561432323499e-07
-132.5,39.5,total,5.30009315114545e-07
-132.5,40.5,smallPel,5.62411846313089e-07
-132.5,40.5,largePel,8.56231931224028e-20
-132.5,40.5,demersals,8.13413340732967e-07
-132.5,40.5,total,1.37582518704614e-06
-132.5,41.5,smallPel,3.68592044245054e-06
-132.5,41.5,largePel,6.03080544708538e-20
-132.5,41.5,demersals,1.02485949635831e-06
-132.5,41.5,total,4.71077993880891e-06
-132.5,42.5,smallPel,2.9540004938461e-05
-132.5,42.5,largePel,3.63526298023566e-20
-132.5,42.5,demersals,1.12895055470832e-06
-132.5,42.5,total,3.06689554931694e-05
-132.5,43.5,smallPel,0.000203235107958045
-132.5,43.5,largePel,3.80813563489769e-20
-132.5,43.5,demersals,1.26509855166392e-06
-132.5,43.5,total,0.000204500206509709
-132.5,44.5,smallPel,0.000188229634527081
-132.5,44.5,largePel,3.40578040600765e-20
-132.5,44.5,demersals,1.33002594639948e-06
-132.5,44.5,total,0.000189559660473481
-132.5,45.5,smallPel,0.000127996050924716
-132.5,45.5,largePel,2.98592312794784e-20
-132.5,45.5,demersals,1.52492847558025e-06
-132.5,45.5,total,0.000129520979400296
-132.5,46.5,smallPel,0.00212744950010898
-132.5,46.5,largePel,7.47777050910943e-19
-132.5,46.5,demersals,1.73583661739137e-06
-132.5,46.5,total,0.00212918533672637
-132.5,47.5,smallPel,0.0200616421926631
-132.5,47.5,largePel,1.07690744732187e-15
-132.5,47.5,demersals,1.74310162544856e-06
-132.5,47.5,total,0.0200633852942896
-132.5,48.5,smallPel,0.172208558461816
-132.5,48.5,largePel,0.00446457964527381
-132.5,48.5,demersals,1.31444175977617e-06
-132.5,48.5,total,0.17667445254885
-132.5,49.5,smallPel,0.371652043062835
-132.5,49.5,largePel,0.112664761052138
-132.5,49.5,demersals,9.90166770392017e-07
-132.5,49.5,total,0.484317794281743
-132.5,50.5,smallPel,0.626403931155832
-132.5,50.5,largePel,0.277276883623977
-132.5,50.5,demersals,7.12824246391277e-07
-132.5,50.5,total,0.903681527604055
-132.5,51.5,smallPel,0.958157976432183
-132.5,51.5,largePel,0.538390119323412
-132.5,51.5,demersals,4.28595497330659e-07
-132.5,51.5,total,1.49654852435109
-132.5,52.5,smallPel,1.14780377271379
-132.5,52.5,largePel,0.701675935330915
-132.5,52.5,demersals,7.12501338869976e-09
-132.5,52.5,total,1.84947971516972
-132.5,70.5,smallPel,0.107259055427394
-132.5,70.5,largePel,9.03198261193198e-25
-132.5,70.5,demersals,1.25798600300641e-07
-132.5,70.5,total,0.107259181225995
-132.5,71.5,smallPel,3.03545183362342e-08
-132.5,71.5,largePel,6.15797601954441e-28
-132.5,71.5,demersals,3.48180270525642e-11
-132.5,71.5,total,3.03893363632868e-08
-132.5,72.5,smallPel,1.53890120192249e-09
-132.5,72.5,largePel,5.12599565056197e-25
-132.5,72.5,demersals,3.32861177137265e-11
-132.5,72.5,total,1.57218731963622e-09
-132.5,73.5,smallPel,2.07700987812366e-09
-132.5,73.5,largePel,1.66856377758722e-21
-132.5,73.5,demersals,5.04070456118436e-11
-132.5,73.5,total,2.12741692373717e-09
-132.5,74.5,smallPel,2.18719597333515e-09
-132.5,74.5,largePel,2.23638976933894e-19
-132.5,74.5,demersals,9.29259795533459e-11
-132.5,74.5,total,2.28012195311213e-09
-132.5,75.5,smallPel,2.7453763758542e-09
-132.5,75.5,largePel,3.40948075388988e-18
-132.5,75.5,demersals,1.66562419608269e-10
-132.5,75.5,total,2.91193879887195e-09
-132.5,76.5,smallPel,3.92560844509029e-09
-132.5,76.5,largePel,2.4077571839099e-17
-132.5,76.5,demersals,1.60087193814795e-10
-132.5,76.5,total,4.08569566298266e-09
-132.5,77.5,smallPel,3.71690816602168e-09
-132.5,77.5,largePel,4.2803329561591e-17
-132.5,77.5,demersals,1.3950464778763e-10
-132.5,77.5,total,3.85641285661264e-09
-132.5,78.5,smallPel,4.78494188530484e-09
-132.5,78.5,largePel,4.44146099331724e-17
-132.5,78.5,demersals,1.27080160713666e-10
-132.5,78.5,total,4.91202209043311e-09
-132.5,79.5,smallPel,4.15759213263089e-09
-132.5,79.5,largePel,2.81962900658823e-17
-132.5,79.5,demersals,1.16618516168712e-10
-132.5,79.5,total,4.27421067699589e-09
-132.5,80.5,smallPel,2.55687297926944e-09
-132.5,80.5,largePel,1.05747283378016e-17
-132.5,80.5,demersals,9.39265184199931e-11
-132.5,80.5,total,2.65079950826416e-09
-132.5,81.5,smallPel,1.96924993852238e-09
-132.5,81.5,largePel,1.30038933805027e-17
-132.5,81.5,demersals,8.39330340639063e-11
-132.5,81.5,total,2.05318298559018e-09
-132.5,82.5,smallPel,1.45267181613227e-09
-132.5,82.5,largePel,2.92580770467821e-17
-132.5,82.5,demersals,1.0159116344648e-10
-132.5,82.5,total,1.55426300883682e-09
-132.5,83.5,smallPel,6.88280925961297e-10
-132.5,83.5,largePel,2.17833645799933e-17
-132.5,83.5,demersals,2.21007415969957e-10
-132.5,83.5,total,9.09288363714619e-10
-132.5,84.5,smallPel,3.85549031536224e-10
-132.5,84.5,largePel,4.1075970100866e-19
-132.5,84.5,demersals,2.75746095019972e-10
-132.5,84.5,total,6.61295126966956e-10
-132.5,85.5,smallPel,2.85593534905008e-10
-132.5,85.5,largePel,5.66747161019065e-18
-132.5,85.5,demersals,6.23534846295126e-10
-132.5,85.5,total,9.09128386867606e-10
-132.5,86.5,smallPel,3.72279844089961e-10
-132.5,86.5,largePel,2.14358268595028e-19
-132.5,86.5,demersals,1.88776302497869e-10
-132.5,86.5,total,5.61056146802188e-10
-132.5,87.5,smallPel,3.1566741547165e-10
-132.5,87.5,largePel,9.9706867833129e-19
-132.5,87.5,demersals,1.61775452122572e-10
-132.5,87.5,total,4.77442868591291e-10
-132.5,88.5,smallPel,4.72383866619302e-10
-132.5,88.5,largePel,1.57137901852569e-18
-132.5,88.5,demersals,7.75634421148641e-11
-132.5,88.5,total,5.49947310305545e-10
-132.5,89.5,smallPel,5.42779411273006e-10
-132.5,89.5,largePel,4.4258104889565e-19
-132.5,89.5,demersals,8.43667716560398e-11
-132.5,89.5,total,6.27146183371627e-10
-131.5,-73.5,smallPel,0.46861457158473
-131.5,-73.5,largePel,0.0193758253715272
-131.5,-73.5,demersals,0.143996548183006
-131.5,-73.5,total,0.631986945139263
-131.5,-72.5,smallPel,0.077867742428909
-131.5,-72.5,largePel,5.91332825986715e-06
-131.5,-72.5,demersals,1.76499739235499e-06
-131.5,-72.5,total,0.0778754207545613
-131.5,-71.5,smallPel,0.000244616742292741
-131.5,-71.5,largePel,8.76827973850749e-12
-131.5,-71.5,demersals,3.27096638212646e-06
-131.5,-71.5,total,0.000247887717443147
-131.5,-70.5,smallPel,1.07587095126399e-05
-131.5,-70.5,largePel,2.05240156733756e-14
-131.5,-70.5,demersals,3.79831445208533e-06
-131.5,-70.5,total,1.45570239852493e-05
-131.5,-69.5,smallPel,2.94582547313715e-05
-131.5,-69.5,largePel,1.61720533786475e-13
-131.5,-69.5,demersals,3.7672016362905e-06
-131.5,-69.5,total,3.32254565293825e-05
-131.5,-68.5,smallPel,0.0017252309015538
-131.5,-68.5,largePel,1.59797928045843e-10
-131.5,-68.5,demersals,3.90459048881232e-06
-131.5,-68.5,total,0.00172913565184054
-131.5,-67.5,smallPel,0.0598991824508838
-131.5,-67.5,largePel,2.15918565276758e-07
-131.5,-67.5,demersals,3.91324522989768e-06
-131.5,-67.5,total,0.059903311614679
-131.5,-66.5,smallPel,0.206473678606338
-131.5,-66.5,largePel,0.000126088727130273
-131.5,-66.5,demersals,3.80228571035619e-06
-131.5,-66.5,total,0.206603569619179
-131.5,-65.5,smallPel,0.377277070067574
-131.5,-65.5,largePel,0.00969278421153371
-131.5,-65.5,demersals,3.81810132593777e-06
-131.5,-65.5,total,0.386973672380434
-131.5,-64.5,smallPel,0.508902064441088
-131.5,-64.5,largePel,0.0686147742309163
-131.5,-64.5,demersals,3.89526998751863e-06
-131.5,-64.5,total,0.577520733941992
-131.5,-63.5,smallPel,0.601766382652359
-131.5,-63.5,largePel,0.132527187545722
-131.5,-63.5,demersals,4.02318125056515e-06
-131.5,-63.5,total,0.734297593379332
-131.5,-62.5,smallPel,0.666614823747028
-131.5,-62.5,largePel,0.185756581163528
-131.5,-62.5,demersals,4.05821963963072e-06
-131.5,-62.5,total,0.852375463130195
-131.5,-61.5,smallPel,0.670549160924623
-131.5,-61.5,largePel,0.199128841643047
-131.5,-61.5,demersals,4.0144451411043e-06
-131.5,-61.5,total,0.869682017012811
-131.5,-60.5,smallPel,0.595012959138536
-131.5,-60.5,largePel,0.177548219165927
-131.5,-60.5,demersals,3.66718520875941e-06
-131.5,-60.5,total,0.772564845489672
-131.5,-59.5,smallPel,0.494959599206888
-131.5,-59.5,largePel,0.142861255417063
-131.5,-59.5,demersals,3.48549290008676e-06
-131.5,-59.5,total,0.637824340116851
-131.5,-58.5,smallPel,0.411961031497197
-131.5,-58.5,largePel,0.112680262124674
-131.5,-58.5,demersals,2.51454934516259e-06
-131.5,-58.5,total,0.524643808171217
-131.5,-57.5,smallPel,0.32454539840119
-131.5,-57.5,largePel,0.0815701481131852
-131.5,-57.5,demersals,2.30004280692552e-06
-131.5,-57.5,total,0.406117846557183
-131.5,-56.5,smallPel,0.265036054963794
-131.5,-56.5,largePel,0.0560781233777639
-131.5,-56.5,demersals,2.27355130259893e-06
-131.5,-56.5,total,0.321116451892861
-131.5,-55.5,smallPel,0.243166028633709
-131.5,-55.5,largePel,0.043053707690483
-131.5,-55.5,demersals,2.19220919042882e-06
-131.5,-55.5,total,0.286221928533382
-131.5,-54.5,smallPel,0.241731294711307
-131.5,-54.5,largePel,0.0424600723486922
-131.5,-54.5,demersals,1.93980468620316e-06
-131.5,-54.5,total,0.284193306864685
-131.5,-53.5,smallPel,0.242594122550115
-131.5,-53.5,largePel,0.0456130721061865
-131.5,-53.5,demersals,2.39856721262604e-06
-131.5,-53.5,total,0.288209593223514
-131.5,-52.5,smallPel,0.266647191330271
-131.5,-52.5,largePel,0.0624107021242047
-131.5,-52.5,demersals,2.37748672269495e-06
-131.5,-52.5,total,0.329060270941199
-131.5,-51.5,smallPel,0.291112799822084
-131.5,-51.5,largePel,0.0838577585500609
-131.5,-51.5,demersals,2.50715689363634e-06
-131.5,-51.5,total,0.374973065529038
-131.5,-50.5,smallPel,0.313592059294651
-131.5,-50.5,largePel,0.100886942547755
-131.5,-50.5,demersals,2.50082091811261e-06
-131.5,-50.5,total,0.414481502663324
-131.5,-49.5,smallPel,0.347052303702967
-131.5,-49.5,largePel,0.128359341951774
-131.5,-49.5,demersals,2.34197975535234e-06
-131.5,-49.5,total,0.475413987634496
-131.5,-48.5,smallPel,0.361419118930618
-131.5,-48.5,largePel,0.144522407658792
-131.5,-48.5,demersals,2.26845918811225e-06
-131.5,-48.5,total,0.505943795048598
-131.5,-47.5,smallPel,0.354284612871095
-131.5,-47.5,largePel,0.154925046971777
-131.5,-47.5,demersals,2.14719194589579e-06
-131.5,-47.5,total,0.509211807034818
-131.5,-46.5,smallPel,0.324658568414427
-131.5,-46.5,largePel,0.145163265211878
-131.5,-46.5,demersals,2.18785914242979e-06
-131.5,-46.5,total,0.469824021485448
-131.5,-45.5,smallPel,0.248461235374717
-131.5,-45.5,largePel,0.0976690370929312
-131.5,-45.5,demersals,2.35342467328163e-06
-131.5,-45.5,total,0.346132625892321
-131.5,-44.5,smallPel,0.183052469492223
-131.5,-44.5,largePel,0.0519051386791782
-131.5,-44.5,demersals,2.59787854871188e-06
-131.5,-44.5,total,0.23496020604995
-131.5,-43.5,smallPel,0.0923915589287035
-131.5,-43.5,largePel,0.000346606649813955
-131.5,-43.5,demersals,2.63723649996825e-06
-131.5,-43.5,total,0.0927408028150174
-131.5,-42.5,smallPel,0.00300161271074545
-131.5,-42.5,largePel,6.4223627963225e-14
-131.5,-42.5,demersals,2.31426482498045e-06
-131.5,-42.5,total,0.00300392697563466
-131.5,-41.5,smallPel,0.000893689824962602
-131.5,-41.5,largePel,1.98636025087896e-20
-131.5,-41.5,demersals,1.73369323143298e-06
-131.5,-41.5,total,0.000895423518194036
-131.5,-40.5,smallPel,0.00152750572227731
-131.5,-40.5,largePel,2.91898927895691e-19
-131.5,-40.5,demersals,1.04379832625508e-06
-131.5,-40.5,total,0.00152854952060356
-131.5,-39.5,smallPel,4.47712022132559e-05
-131.5,-39.5,largePel,1.55724908469962e-17
-131.5,-39.5,demersals,7.279866508931e-07
-131.5,-39.5,total,4.54991888641646e-05
-131.5,-38.5,smallPel,2.47245700210182e-07
-131.5,-38.5,largePel,1.7662737513665e-17
-131.5,-38.5,demersals,6.32080668975747e-07
-131.5,-38.5,total,8.79326369203592e-07
-131.5,-37.5,smallPel,6.35574281304954e-08
-131.5,-37.5,largePel,1.57307962013191e-17
-131.5,-37.5,demersals,5.58342658686754e-07
-131.5,-37.5,total,6.2190008683298e-07
-131.5,-36.5,smallPel,1.27782654394516e-06
-131.5,-36.5,largePel,8.13732237070095e-18
-131.5,-36.5,demersals,5.43142656151815e-07
-131.5,-36.5,total,1.82096920010511e-06
-131.5,-35.5,smallPel,6.4492670103515e-07
-131.5,-35.5,largePel,2.20438880428739e-20
-131.5,-35.5,demersals,5.56450014239641e-07
-131.5,-35.5,total,1.20137671527481e-06
-131.5,-34.5,smallPel,5.13652431714664e-09
-131.5,-34.5,largePel,1.37335751293812e-22
-131.5,-34.5,demersals,7.57587769224083e-07
-131.5,-34.5,total,7.6272429354123e-07
-131.5,-33.5,smallPel,8.47180927551977e-10
-131.5,-33.5,largePel,1.24592101719953e-23
-131.5,-33.5,demersals,5.78165101534621e-07
-131.5,-33.5,total,5.79012282462173e-07
-131.5,-32.5,smallPel,2.81125243373938e-09
-131.5,-32.5,largePel,7.14620768548175e-23
-131.5,-32.5,demersals,5.28671790716996e-07
-131.5,-32.5,total,5.31483043150736e-07
-131.5,-31.5,smallPel,5.67704917169187e-09
-131.5,-31.5,largePel,2.87790359941987e-22
-131.5,-31.5,demersals,6.10143806316155e-07
-131.5,-31.5,total,6.15820855487847e-07
-131.5,-30.5,smallPel,3.74204396057101e-09
-131.5,-30.5,largePel,1.27040348354666e-22
-131.5,-30.5,demersals,4.62111926655448e-07
-131.5,-30.5,total,4.65853970616019e-07
-131.5,-29.5,smallPel,1.585344567455e-09
-131.5,-29.5,largePel,1.56546733794807e-22
-131.5,-29.5,demersals,5.70219356250119e-07
-131.5,-29.5,total,5.71804700817575e-07
-131.5,-28.5,smallPel,8.06361823889696e-10
-131.5,-28.5,largePel,3.67137280737679e-22
-131.5,-28.5,demersals,6.72755697177251e-07
-131.5,-28.5,total,6.73562059001142e-07
-131.5,-27.5,smallPel,3.1078070622637e-10
-131.5,-27.5,largePel,8.78737877458757e-23
-131.5,-27.5,demersals,8.33013528842881e-07
-131.5,-27.5,total,8.33324309549108e-07
-131.5,-26.5,smallPel,4.28054120517113e-08
-131.5,-26.5,largePel,9.10234120875214e-26
-131.5,-26.5,demersals,9.40509480326848e-07
-131.5,-26.5,total,9.83314892378559e-07
-131.5,-25.5,smallPel,3.29769074649094e-08
-131.5,-25.5,largePel,5.15197898994375e-31
-131.5,-25.5,demersals,1.07594997164491e-06
-131.5,-25.5,total,1.10892687910982e-06
-131.5,-24.5,smallPel,1.56737738698106e-08
-131.5,-24.5,largePel,2.13169781476545e-35
-131.5,-24.5,demersals,1.2542006310382e-06
-131.5,-24.5,total,1.26987440490801e-06
-131.5,-23.5,smallPel,1.03765837707517e-08
-131.5,-23.5,largePel,7.26008520296913e-38
-131.5,-23.5,demersals,1.60019671263397e-06
-131.5,-23.5,total,1.61057329640472e-06
-131.5,-22.5,smallPel,9.77816062997856e-10
-131.5,-22.5,largePel,1.84282873465358e-37
-131.5,-22.5,demersals,1.5642468226907e-06
-131.5,-22.5,total,1.5652246387537e-06
-131.5,-21.5,smallPel,9.9103380939753e-10
-131.5,-21.5,largePel,1.91350237054648e-30
-131.5,-21.5,demersals,1.45919399622749e-06
-131.5,-21.5,total,1.46018503003689e-06
-131.5,-20.5,smallPel,6.56596379892767e-09
-131.5,-20.5,largePel,8.73249524944071e-26
-131.5,-20.5,demersals,1.42016450434701e-06
-131.5,-20.5,total,1.42673046814594e-06
-131.5,-19.5,smallPel,3.89368758742037e-10
-131.5,-19.5,largePel,1.73722337180719e-26
-131.5,-19.5,demersals,1.52958133300249e-06
-131.5,-19.5,total,1.52997070176123e-06
-131.5,-18.5,smallPel,1.56436553258526e-11
-131.5,-18.5,largePel,3.35820035716288e-26
-131.5,-18.5,demersals,1.26364484721952e-06
-131.5,-18.5,total,1.26366049087485e-06
-131.5,-17.5,smallPel,2.98326332030305e-11
-131.5,-17.5,largePel,4.52068851154768e-27
-131.5,-17.5,demersals,1.24663076312251e-06
-131.5,-17.5,total,1.24666059575571e-06
-131.5,-16.5,smallPel,4.20902931807232e-12
-131.5,-16.5,largePel,2.65817983121762e-27
-131.5,-16.5,demersals,1.30089383980198e-06
-131.5,-16.5,total,1.3008980488313e-06
-131.5,-15.5,smallPel,5.31508576429818e-12
-131.5,-15.5,largePel,1.7775921203875e-27
-131.5,-15.5,demersals,1.42977748434376e-06
-131.5,-15.5,total,1.42978279942953e-06
-131.5,-14.5,smallPel,2.16399069982412e-11
-131.5,-14.5,largePel,1.363433549145e-29
-131.5,-14.5,demersals,1.51710895357112e-06
-131.5,-14.5,total,1.51713059347811e-06
-131.5,-13.5,smallPel,1.71285936027433e-12
-131.5,-13.5,largePel,5.61800774359285e-29
-131.5,-13.5,demersals,1.55492486253658e-06
-131.5,-13.5,total,1.55492657539594e-06
-131.5,-12.5,smallPel,1.55878305997536e-09
-131.5,-12.5,largePel,5.05764474159374e-30
-131.5,-12.5,demersals,1.5792609458427e-06
-131.5,-12.5,total,1.58081972890268e-06
-131.5,-11.5,smallPel,3.29246921356245e-09
-131.5,-11.5,largePel,6.72364669100443e-29
-131.5,-11.5,demersals,1.60383489287875e-06
-131.5,-11.5,total,1.60712736209232e-06
-131.5,-10.5,smallPel,1.14467700605286e-08
-131.5,-10.5,largePel,4.99232406688675e-33
-131.5,-10.5,demersals,1.59909089494607e-06
-131.5,-10.5,total,1.6105376650066e-06
-131.5,-9.5,smallPel,9.58263645987557e-05
-131.5,-9.5,largePel,2.91148822727037e-47
-131.5,-9.5,demersals,1.64958906300139e-06
-131.5,-9.5,total,9.74759536617571e-05
-131.5,-8.5,smallPel,0.00611213477915768
-131.5,-8.5,largePel,1.31925541999113e-66
-131.5,-8.5,demersals,1.77306121674064e-06
-131.5,-8.5,total,0.00611390784037442
-131.5,-7.5,smallPel,0.0222339227706386
-131.5,-7.5,largePel,1.97685838486919e-74
-131.5,-7.5,demersals,1.85391442050719e-06
-131.5,-7.5,total,0.0222357766850591
-131.5,-6.5,smallPel,0.0277797154363254
-131.5,-6.5,largePel,1.68443941393516e-46
-131.5,-6.5,demersals,1.4907579627569e-06
