group,ssb_F0,ssb_F040,ssb_fraction_of_F0,passes_30pct
smallPel,0.655170433338865,0.585548681624237,0.893734899849155,TRUE
largePel,0.953808336082302,0.322728478929295,0.338357788164107,TRUE
demersals,0.0606393851504274,0.036506078580533,0.602019273282089,TRUE
total,1.66961815457159,0.944783239134065,0.565867852207493,TRUE
